waveData1,waveData2,waveData3,waveData4,waveData5,waveData6,waveData7,waveData8,waveData9,waveData10,waveData11,waveData12,waveData13,waveData14,waveData15,waveData16,waveData17
4,0.388684205,0.245885577,0.149606136,0.127670883,15.83333333,5.9375,4.318181818,3.392857143,2.794117647,-0.005006563,0.033234193,0.062130867,0.072916667,B02_Colony_2.xlsx,0.143481047,3.522136905
3,0.283703827,0.27251643,0.251175229,0.146960834,15.16666667,3.25,4.136363636,5.6875,2.676470588,-0.006912355,-0.009202632,0.084028069,0.065217391,B02_Colony_5.xlsx,0.080437072,3.47689881
